  2    2    2    5    0   -9.3956383006653810e-03
  2    2    2   17    0    1.8612391656045200e-02
  3    3    3    7    0    2.6272688489171721e-03
  3    3    3   17    0   -2.7373558151214685e-03
  3    3    3   19    0    1.2538954117892848e-02
  4    4    4    7    0   -4.7713992753505557e-03
  4    4    4   14    0    4.4224795385373265e-02
  4    4    4   19    0    9.3805176534760733e-03
  5    5    5    6    0    3.0643113879709371e-02
  5    5    5    8    0   -4.9035296567742975e-03
  5    5    5   10    0   -1.1894865228280834e-02
  5    5    5   20    0   -4.2266843137642928e-03
  6    6    6   17    0    1.0175291430741012e-02
  7    7    7   18    0    1.1627777416543781e-03
  1    1    5    6    0   -7.7296986946059831e-03
  1    1    7    8    0   -1.2255687605959429e-04
  2    2    3    5    0    1.0767116868469801e-02
  2    2    4    7    0    8.0976844536565420e-03
  2    2    5    6    0   -1.5079157962424904e-03
  2    2    5   10    0    8.9104187974421954e-03
  2    2    7   18    0    2.3561278346163296e-03
  2    2   17   20    0    1.7963332917465998e-02
  3    3    4    7    0   -2.1226473733857638e-03
  3    3    4   19    0    1.4665389802913251e-02
  3    3    5    6    0   -8.7062847583566257e-03
  3    3    5    8    0   -6.0162484306945990e-03
  3    3    5   20    0    2.5434824307636983e-03
  3    3    6   12    0    3.0401743080724231e-02
  3    3    7    8    0   -2.2505869168669861e-03
  3    3    7    9    0   -6.3331628625401416e-03
  3    3    7   11    0   -1.9280340413082692e-03
  3    3    7   15    0   -1.0637602711050811e-03
  3    3    7   18    0   -1.7973314583964627e-02
  3    3    8   14    0    5.2123081015144762e-03
  3    3   15   19    0   -1.6578538442831932e-03
  3    3   18   19    0   -2.2455231617306202e-02
  4    4    7    8    0   -8.9125795934275771e-06
  4    4    7    9    0    5.1746078514410022e-03
  4    4    7   10    0   -3.4748105174229993e-02
  4    4    7   15    0   -3.2941780270161884e-03
  4    4    8   14    0   -6.1568912619156240e-04
  4    4   14   15    0   -3.5886968045495760e-03
  4    4   15   19    0    7.8632471411536531e-05
  5    5    7    8    0    6.4452584965795875e-04
  5    5    7    9    0    6.3451303886198941e-03
  5    5    7   15    0   -2.6478221902872189e-03
  5    5    8   14    0    9.2300174433724701e-04
  5    5   14   15    0   -2.0374115094505181e-03
  6    6    8   17    0    5.8588453239572453e-03
  6    6   10   17    0   -3.3021900661712719e-02
  6    6   15   17    0   -3.9430611237339687e-03
  7    7    8   17    0    7.9691648784436121e-03
  8    8   17   20    0   -2.5989190494132906e-04
