 12   12   12    0    0    5.6570782672249964e-02
 12   12   12    0    1    3.8040859871768654e-02
 12   12   12    0    2    1.0561832771854541e-02
 12   12   12    0    3    2.7615623793360079e-03
 12   12   12    0    4    3.7604186289986476e-03
 12   12   12    0    5   -1.5233297537614321e-03
 12   12   12    0    6    1.1135716121833573e-01
 12   12   12    0    7   -2.0242473817782350e-01
 12   12   12    0    8   -1.7932511084466243e-01
 12   12   12    0    9   -3.9823218382621034e-03
 12   12   12    0   10    4.5625915214076197e-03
 12   12   12    0   11   -9.5752734167840366e-03
 12   12   12    0   12   -1.0254596857257588e-01
 12   12   12    0   13    5.4661322454828609e-03
 12   12   12    0   14    8.3304150414266184e-02
 12   12   12    0   15    3.5699354311196259e-02
 12   12   12    0   16    1.3850460803864720e-02
 12   12   12    0   17    1.1258327450895328e-02
 12   12   12    0   18   -1.9874221302047018e-01
 12   12   12    0   19    5.7549720922366139e-03
 12   12   12    0   20   -1.2562909187867195e-02
 12   12   12    0   21    6.8738533898261896e-03
 12   12   12    0   22    8.4039025212907033e-04
 12   12   12    0   23    5.3115902832295047e-03
 12   12   12    0   24    3.7693473506499660e-02
 12   12   12    0   25   -1.7348356340912588e-01
 12   12   12    0   26   -8.3651979683610957e-03
 12   12   12    0   27   -1.8449656550978299e-02
 12   12   12    0   28   -2.4096019826235347e-02
 12   12   12    0   29   -9.3468304014187546e-03
 12   12   12    0   30   -1.1654363850268398e-02
 12   12   12    0   31    8.6409476951737910e-02
 12   12   12    0   32    2.4155294869990664e-02
 12   12   12    0   33    1.0942793296390479e-02
 12   12   12    0   34    1.1529268282551705e-02
 12   12   12    0   35    3.1444610340052850e-03
 12   12   12    0   36    6.3015287279557988e-03
 12   12   12    0   37   -6.0602652701132907e-03
 12   12   12    0   38   -6.5910425080361401e-03
 12   12   12    0   39   -2.7454622719522708e-03
 12   12   12    0   40   -2.1466601090410516e-06
 12   12   12    0   41   -8.2172811010113207e-04
 12   12   12    0   42   -7.4776132218082825e-01
 12   12   12    0   43    2.8351637572972083e-01
 12   12   12    0   44   -1.8929235244907103e-01
 12   12   12    0   45   -1.9133611880987816e-02
 12   12   12    0   46   -1.1853971770347738e-02
 12   12   12    0   47   -5.3171566346355507e-03
 12   12   12    0   48    7.3724843837757121e-03
 12   12   12    0   49    5.1748626813168597e-01
 12   12   12    0   50   -2.3664388784663493e-01
 12   12   12    0   51    3.3074563441637123e-01
 12   12   12    0   52    4.2672085844955028e-02
 12   12   12    0   53    4.3827407675314858e-02
 12   12   12    0   54    2.5387235921566657e-02
 12   12   12    0   55   -8.7555374358034635e-03
 12   12   12    0   56   -7.9823746624561320e-01
 12   12   12    0   57   -9.6871685243577296e-02
 12   12   12    0   58   -5.3663088577040038e-02
 12   12   12    0   59   -2.0265142566951139e-02
 12   12   12    0   60    2.3170476029963187e-03
 12   12   12    0   61    3.1496566013937935e-03
 12   12   12    0   62    9.4073547962939021e-03
 12   12   12    0   63   -1.2078425347930687e-01
 12   12   12    0   64   -5.8359634519652454e-02
 12   12   12    0   65   -1.5065643993555589e-01
 12   12   12    0   66   -8.8313002206360115e-03
 12   12   12    0   67   -2.7353910160091921e-02
 12   12   12    0   68   -1.1729941009360409e-02
 12   12   12    0   69   -1.0060589348835452e-02
 12   12   12    0   70   -5.4678673437391925e-02
 12   12   12    0   71    8.7322963766059372e-02
 12   12   12    0   72    5.4769716688644068e-02
 12   12   12    0   73    9.9674242851428927e-03
 12   12   12    0   74    1.7601737660790970e-02
 12   12   12    0   75    1.8945400358748505e-03
