6   5   2
  0    0    1.5194376628720001e+00
  0    1    1.1325991960000001e-03
  0    2   -2.0214300059999998e-03
  0    3    3.4400584000000000e-05
  0    4    4.0415554000000001e-05
  0    5   -7.8216499999999999e-06
  0    6   -3.8245600000000004e-06
  0    7   -1.3304499999999999e-06
  0    8    2.9957700000000001e-07
  0    9    4.6336749439999996e-03
  0   10   -7.9940244500000001e-04
  0   11   -4.1767939100000002e-04
  0   12    1.2646019399999999e-04
  0   13   -2.7008550000000001e-06
  0   14   -4.0498940000000002e-06
  0   15   -2.4837169999999999e-06
  0   16   -9.8702500000000009e-07
  0   17   -5.2423699999999996e-07
  0   18    9.4051873409999997e-03
  0   19   -3.4840081200000002e-04
  0   20   -1.8603095000000000e-04
  0   21    1.4003547500000000e-04
  0   22    2.9327362999999999e-05
  0   23    1.1883774000000000e-05
  0   24    2.4995240000000002e-06
  0   25    1.2823800000000001e-07
  0   26   -3.0634300000000001e-07
  0   27    1.1924459292000001e-02
  0   28    6.1043092200000002e-04
  0   29   -1.7361310700000001e-04
  0   30    1.8816915900000001e-04
  0   31   -1.2537257999999999e-05
  0   32    8.5229999999999995e-06
  0   33    6.1686889999999998e-06
  0   34    1.4279190000000000e-06
  0   35   -1.8896500000000000e-07
  0   36    5.2959761199999997e-04
  0   37    6.5696628000000000e-05
  0   38    1.0600714200000001e-04
  0   39    1.4159517000000000e-05
  0   40    9.4440139999999997e-06
  0   41    1.1854022000000001e-05
  0   42    4.6526869999999998e-06
  0   43    1.9612800000000000e-06
  0   44    5.2290999999999996e-07
  0   45    3.5476788400000002e-04
  0   46    1.5753441999999999e-05
  0   47    8.6741879999999996e-06
  0   48    2.7314774000000000e-05
  0   49    1.5413455000000001e-05
  0   50    7.4892689999999998e-06
  0   51    3.7329069999999999e-06
  0   52    1.9081590000000001e-06
  0   53    8.4419600000000000e-07
  0   54    3.9217614300000002e-04
  0   55    2.3849476000000000e-05
  0   56    3.8217818999999997e-05
  0   57    1.5296365999999998e-05
  0   58    6.2364710000000002e-06
  0   59    8.2681260000000008e-06
  0   60    2.4898130000000000e-06
  0   61    1.5698480000000000e-06
  0   62    9.7207699999999998e-07
  0   63    3.6757409999999999e-06
  0   64   -1.2478817000000000e-05
  0   65    4.1743799999999997e-06
  0   66   -5.8694169999999999e-06
  0   67   -3.0876900000000000e-07
  0   68    9.3356500000000004e-07
  0   69    1.8313260000000000e-06
  0   70    7.4394099999999995e-07
  0   71    2.8701799999999998e-07
  0   72   -4.2642949999999996e-06
  0   73   -4.3323260000000003e-06
  0   74   -2.5348750000000000e-06
  0   75   -3.2502339999999999e-06
  0   76   -7.2087300000000005e-07
  0   77    4.0960200000000002e-07
  0   78    9.9011199999999997e-07
  0   79    7.1256899999999995e-07
  0   80    1.9805999999999999e-08
  0   81    5.1833814100000000e-04
  0   82    2.1400701100000001e-04
  0   83   -1.9438932799999999e-04
  0   84   -1.6666995000000001e-05
  0   85   -6.0724199999999998e-07
  0   86   -2.8430999999999999e-06
  0   87    1.6291429999999999e-06
  0   88    1.4863990000000000e-06
  0   89   -2.2966798000000001e-04
  0   90    2.4772874700000001e-04
  0   91   -7.2354424000000005e-05
  0   92   -5.1679204999999998e-05
  0   93   -1.1765366000000000e-05
  0   94   -1.3610270000000001e-06
  0   95    2.7695899999999999e-07
  0   96    1.4404610000000000e-06
  0   97   -2.0666438490000000e-03
  0   98    2.1230040100000001e-04
  0   99   -9.6763900000000004e-05
  0  100   -3.0939626000000002e-05
  0  101   -1.3780030000000001e-05
  0  102   -3.3428360000000001e-06
  0  103   -2.0591800000000000e-07
  0  104    5.7929300000000002e-07
  0  105   -1.6032630400000000e-04
  0  106   -1.6214206600000000e-04
  0  107   -1.7498817999999998e-05
  0  108   -1.2495153000000000e-05
  0  109   -9.2685359999999996e-06
  0  110   -3.6376880000000000e-06
  0  111   -1.8542340000000001e-06
  0  112   -6.8813699999999999e-07
  0  113   -9.6128657000000002e-05
  0  114   -1.6225210999999998e-05
  0  115   -2.7856426000000001e-05
  0  116   -1.1770470999999999e-05
  0  117   -5.8745880000000001e-06
  0  118   -4.1078379999999996e-06
  0  119   -2.0584219999999998e-06
  0  120   -7.6791700000000003e-07
  0  121   -1.5325911499999999e-04
  0  122   -4.1588965000000002e-05
  0  123    1.4896629999999999e-06
  0  124   -7.0612679999999996e-06
  0  125   -9.2812319999999994e-06
  0  126   -2.4345780000000002e-06
  0  127   -1.8791740000000001e-06
  0  128   -5.8715700000000005e-07
  0  129    1.0213411000000000e-05
  0  130    8.1251700000000000e-07
  0  131    8.1131890000000004e-06
  0  132    2.6634199999999999e-07
  0  133   -1.0400830000000000e-06
  0  134   -1.6603180000000001e-06
  0  135   -9.5498100000000007e-07
  0  136    3.3843800000000000e-07
  0  137    1.0036803000000000e-05
  0  138    4.5135750000000002e-06
  0  139    1.7351040000000000e-06
