  0   0   0        1613.761508289496 
  1   0   1         -41.167085489905 
  2   0   2          69.343989615482 
  3   0   3         180.313438650087 
  4   0   4          -1.802472874197 
  5   0   5           0.190000278020 
  6   0   6           1.666969579383 
  7   1   0         316.542468817206 
  8   1   1        -464.134775970787 
  9   1   2        -120.843984921913 
 10   1   3         -18.304979197045 
 11   1   4          -3.702682165543 
 12   1   5           0.775788732877 
 13   1   6           0.332294376358 
 14   2   0         430.230164974660 
 15   2   1        -179.088184753664 
 16   2   2         -60.895096243863 
 17   2   3         -26.762634827462 
 18   2   4          -6.393801635280 
 19   2   5          -1.686866337168 
 20   2   6          -0.218312011090 
 21   3   0         757.831545262967 
 22   3   1          -9.785810187160 
 23   3   2         -37.048078684507 
 24   3   3         -13.040541960727 
 25   3   4         -15.062271063541 
 26   3   5          -3.049726688278 
 27   3   6          -1.316112363121 
 28   4   0          36.152378411896 
 29   4   1           1.212046783383 
 30   4   2          -5.587791841327 
 31   4   3         -10.448468271441 
 32   4   4          -6.619886060032 
 33   4   5          -2.892359623392 
 34   4   6          -1.051956784437 
 35   5   0           0.554117705243 
 36   5   1           3.492216319182 
 37   5   2          -0.430742367219 
 38   5   3          -2.385740935937 
 39   5   4          -2.232660574570 
 40   5   5          -1.571297937342 
 41   5   6          -0.807957288989 
 42   6   0           8.634998750885 
 43   6   1           1.597508032380 
 44   6   2           3.637001098216 
 45   6   3           1.084457813672 
 46   6   4           0.274914903551 
 47   6   5           0.163790408877 
 48   6   6          -0.279434396610 
 49   7   0          -1.421990349575 
 50   7   1          -0.816027195083 
 51   7   2           0.845574323602 
 52   7   3           0.219591044404 
 53   7   4           0.214998772023 
 54   7   5          -0.002922380561 
 55   7   6          -0.049550004814 
 56   8   0          -0.877740540335 
 57   8   1          -0.558818355295 
 58   8   2          -0.078331459199 
 59   8   3           0.152998493986 
 60   8   4           0.175701200655 
 61   8   5           0.112471387605 
 62   8   6           0.071971718696 
 63   1   1         267.725669299459 
 64   1   2         133.789660578092 
 65   1   3          26.193872492938 
 66   1   4           5.207161135781 
 67   1   5          -0.540188430036 
 68   1   6          -0.272085052609 
 69   2   1         124.253690546307 
 70   2   2          53.701290382095 
 71   2   3          27.613816679537 
 72   2   4           7.105871874814 
 73   2   5           1.375358106998 
 74   2   6           0.035892409490 
 75   3   1         -85.474368322520 
 76   3   2          82.734995864428 
 77   3   3          18.837403306707 
 78   3   4          12.427219958379 
 79   3   5           2.556542149120 
 80   3   6           1.353824438405 
 81   4   1          -1.534414331010 
 82   4   2           5.468210117145 
 83   4   3           9.101333477257 
 84   4   4           6.013916459595 
 85   4   5           2.757566968087 
 86   4   6           1.092623865573 
 87   5   1          -1.958315828537 
 88   5   2          -0.610731270091 
 89   5   3           1.341988008673 
 90   5   4           2.200559574957 
 91   5   5           1.626262070578 
 92   5   6           0.802357435956 
 93   6   1          -5.177953476260 
 94   6   2          -5.123269939955 
 95   6   3          -0.706290777420 
 96   6   4          -0.117055767803 
 97   6   5          -0.145617053622 
 98   6   6           0.311434132954 
 99   7   1           0.318779644407 
100   7   2          -0.977016653161 
101   7   3          -0.032332493307 
102   7   4          -0.111482663742 
103   7   5           0.008265863438 
104   7   6           0.045095790933 
105   8   1           0.782053194358 
106   8   2           0.189311629703 
107   8   3          -0.065244075257 
108   8   4          -0.158992931806 
109   8   5          -0.126163238204 
110   8   6          -0.062833447036 
