  1       1       1       1       1       0       0       0       0       -3.5656245421647126e-01  
  1       1       1       1       1       0       0       0       1        2.1646708730861707e-03  
  1       1       1       1       1       0       0       0       2       -3.6316379654897845e-03  
  1       1       1       1       1       0       0       0       3        1.4160857157404207e-04  
  1       1       1       1       1       0       0       0       4        3.6000047705852012e-05  
  1       1       1       1       1       0       0       0       5       -9.3271422762030809e-05  
  1       1       1       1       1       0       0       0       6        2.4418221118743284e-04  
  1       1       1       1       1       0       0       0       7       -5.5857339936496312e-04  
  1       1       1       1       1       0       0       0       8       -2.4587368608891156e-04  
  1       1       1       1       1       0       0       0       9        3.7583292817012599e-03  
  1       1       1       1       1       0       0       0      10       -1.5835340712788484e-03  
  1       1       1       1       1       0       0       0      11       -1.2887784082291640e-03  
  1       1       1       1       1       0       0       0      12       -7.6096147931425665e-05  
  1       1       1       1       1       0       0       0      13       -1.8842010237111292e-05  
  1       1       1       1       1       0       0       0      14        5.5618363553061613e-05  
  1       1       1       1       1       0       0       0      15        2.5450982249848066e-04  
  1       1       1       1       1       0       0       0      16        2.5011285876435865e-04  
  1       1       1       1       1       0       0       0      17       -5.6703617919522868e-04  
  1       1       1       1       1       0       0       0      18        1.3694560856995759e-02  
  1       1       1       1       1       0       0       0      19       -7.0497225498499601e-04  
  1       1       1       1       1       0       0       0      20       -6.2982916628460386e-04  
  1       1       1       1       1       0       0       0      21        6.1050186344853874e-05  
  1       1       1       1       1       0       0       0      22       -1.5730801579311155e-04  
  1       1       1       1       1       0       0       0      23        9.2142849665125096e-05  
  1       1       1       1       1       0       0       0      24        2.0716079976462948e-04  
  1       1       1       1       1       0       0       0      25        9.7447223436811334e-05  
  1       1       1       1       1       0       0       0      26       -6.1211462062528627e-05  
  1       1       1       1       1       0       0       0      27        1.5751236829807610e-02  
  1       1       1       1       1       0       0       0      28        6.1089994466900083e-04  
  1       1       1       1       1       0       0       0      29       -8.4352482139158052e-04  
